40 500
34 18 5
11 35 31
12 27 15
39 10 6
18 38 8
36 6 39
23 36 6
34 3 4
26 11 8
7 24 49
7 28 43
9 13 43
40 22 19
19 1 47
15 32 1
40 5 3
15 39 14
24 32 16
5 20 45
35 1 23
12 13 0
10 2 40
40 3 2
10 14 40
2 28 46
35 12 11
21 14 36
34 20 30
1 21 31
17 12 30
12 23 32
26 32 14
34 7 50
25 7 50
25 13 7
35 1 21
14 28 17
19 23 16
24 33 3
11 37 47
8 14 9
16 36 32
1 33 49
35 4 1
9 26 30
1 5 46
4 12 1
6 13 37
19 29 50
33 23 7
7 15 15
4 24 48
8 22 23
12 29 44
30 31 33
15 13 45
35 11 5
25 16 10
2 8 12
4 19 34
7 8 2
13 1 3
21 20 16
6 28 43
32 28 4
26 38 43
29 7 44
16 31 12
23 21 2
31 26 2
8 1 35
25 21 2
10 23 46
17 24 49
39 5 21
35 9 25
27 8 10
9 33 44
14 9 15
30 10 18
16 32 13
15 27 29
3 22 48
34 35 12
28 38 23
7 29 29
30 35 5
4 22 11
20 5 35
34 9 45
8 19 9
2 20 2
12 8 29
40 34 7
14 39 36
17 40 32
27 34 50
28 14 13
32 25 15
30 13 5
20 19 20
24 37 32
22 13 30
11 37 12
39 23 2
17 27 15
27 7 17
11 27 33
25 24 4
21 19 11
37 8 45
17 28 7
31 7 15
35 30 5
3 2 32
38 2 0
40 6 3
19 26 46
32 13 15
25 33 33
36 9 36
32 6 42
31 26 46
19 14 2
40 30 14
26 21 41
40 39 49
10 29 26
4 17 23
8 17 6
18 19 12
29 26 14
22 28 43
5 2 47
26 13 0
9 34 20
32 22 45
9 7 43
3 31 17
3 19 7
32 10 24
27 5 1
39 40 2
30 2 40
40 19 41
5 30 27
37 9 8
31 4 33
30 30 5
32 28 2
11 7 43
30 31 2
36 40 38
1 15 20
7 26 11
15 26 34
26 9 1
19 19 35
25 29 22
1 2 49
34 25 39
13 37 38
35 6 47
14 15 42
37 33 36
31 32 45
20 15 47
35 39 45
37 4 41
25 19 34
9 22 49
0 0
